Product_ID,Material_Type,Product_Weight_g,Fragility,Recyclable,Transport_Mode,LCA_Emission_kgCO2,Packaging_Option,Cost_per_unit,Biodegradability_Score,Strength_Score,Product_Category,CO2_Impact_Index,Cost_Efficiency_Index,Recyclable_Binary,Material_Suitability_Score
P1871,Paper,1220,Medium,Yes,Land,1.098,Paper Wrap,0.16,95,40,Food & Beverage,73.83,92.0,1,76.9
P1872,Plastic,235,Low,No,Sea,0.493,Recycled Cardboard,0.55,10,65,E-Commerce,88.25,72.5,0,60.1
P1873,Metal,637,Medium,Yes,Sea,1.147,Minimalist Pouch,0.54,5,50,Industrial,72.66,73.0,1,51.3
P1874,Paper,1643,Low,Yes,Land,1.479,Paper Wrap,0.32,95,40,Food & Beverage,64.75,84.0,1,72.18
P1875,Plastic,1608,Low,No,Air,3.377,Recycled Cardboard,0.57,10,65,E-Commerce,19.52,71.5,0,39.23
P1876,Bioplastic,928,Medium,Yes,Air,0.65,Paper Wrap,0.28,80,40,Pharma & Health,84.51,86.0,1,74.85
P1877,Ceramic,1385,Medium,Yes,Land,1.662,Bio Bubble Wrap,0.86,20,70,Home & Decor,60.39,57.0,1,51.37
P1878,Paper,1971,Low,Yes,Air,1.774,Paper Wrap,0.19,95,40,Food & Beverage,57.72,90.5,1,71.69
P1879,Ceramic,869,Low,No,Air,1.043,Bio Bubble Wrap,0.9,20,70,Home & Decor,75.14,55.0,0,55.29
P1880,Bioplastic,303,Low,No,Sea,0.212,Paper Wrap,0.31,80,40,Pharma & Health,94.95,84.5,0,77.61
P1881,Glass,1581,Low,Yes,Sea,2.372,Bio Bubble Wrap,1.11,15,70,Home & Decor,43.47,44.5,1,41.92
P1882,Bioplastic,1763,Low,Yes,Sea,1.234,Paper Wrap,0.29,80,40,Pharma & Health,70.59,85.5,1,70.55
P1883,Metal,1826,Medium,Yes,Sea,3.287,Minimalist Pouch,0.5,5,50,Industrial,21.66,75.0,1,36.5
P1884,Paper,145,High,No,Sea,0.131,Paper Wrap,0.15,95,40,Food & Beverage,96.88,92.5,0,83.94
P1885,Glass,1025,Low,Yes,Air,1.538,Bio Bubble Wrap,0.82,15,70,Home & Decor,63.35,59.0,1,51.5
P1886,Glass,1973,Medium,Yes,Land,2.959,Bio Bubble Wrap,0.51,15,70,Home & Decor,29.48,74.5,1,45.22
P1887,Paper,745,Medium,Yes,Sea,0.67,Paper Wrap,0.17,95,40,Food & Beverage,84.03,91.5,1,79.83
P1888,Plastic,919,Low,Yes,Sea,1.93,Recycled Cardboard,0.66,10,65,E-Commerce,54.0,67.0,1,48.45
P1889,Paper,1023,Low,Yes,Sea,0.921,Paper Wrap,0.4,95,40,Food & Beverage,78.05,80.0,1,75.16
P1890,Glass,1614,Medium,Yes,Sea,2.421,Bio Bubble Wrap,0.57,15,70,Home & Decor,42.3,71.5,1,48.32
P1891,Ceramic,1667,Low,Yes,Air,2.0,Bio Bubble Wrap,0.78,20,70,Home & Decor,52.34,61.0,1,49.95
P1892,Bioplastic,1282,Low,Yes,Air,0.897,Paper Wrap,0.34,80,40,Pharma & Health,78.62,83.0,1,72.34
P1893,Ceramic,984,High,Yes,Land,1.181,Bio Bubble Wrap,0.64,20,70,Home & Decor,71.85,68.0,1,57.55
P1894,Ceramic,1552,Medium,Yes,Sea,1.862,Bio Bubble Wrap,0.89,20,70,Home & Decor,55.62,55.5,1,49.56
P1895,Bioplastic,465,Low,Yes,Land,0.326,Paper Wrap,0.32,80,40,Pharma & Health,92.23,84.0,1,76.67
P1896,Bioplastic,747,Low,Yes,Land,0.523,Paper Wrap,0.28,80,40,Pharma & Health,87.54,86.0,1,75.76
P1897,Bioplastic,558,Low,Yes,Sea,0.391,Paper Wrap,0.16,80,40,Pharma & Health,90.68,92.0,1,78.2
P1898,Paper,1664,Medium,Yes,Sea,1.498,Paper Wrap,0.21,95,40,Food & Beverage,64.3,89.5,1,73.41
P1899,Metal,1807,Medium,No,Sea,3.253,Bio Bubble Wrap,1.05,5,70,Industrial,22.47,47.5,0,33.87
P1900,Ceramic,1076,Medium,No,Air,1.291,Bio Bubble Wrap,0.89,20,70,Home & Decor,69.23,55.5,0,53.64
P1901,Metal,1181,Low,No,Land,2.126,Bio Bubble Wrap,0.5,5,70,Industrial,49.33,75.0,0,48.8
P1902,Glass,327,Low,No,Sea,0.49,Bio Bubble Wrap,1.03,15,70,Home & Decor,88.32,48.5,0,56.37
P1903,Plastic,920,Low,Yes,Air,1.932,Recycled Cardboard,0.32,10,65,E-Commerce,53.96,84.0,1,52.69
P1904,Metal,360,Low,No,Sea,0.648,Cornstarch Wrap,1.27,5,55,Industrial,84.56,36.5,0,46.74
P1905,Ceramic,1648,Medium,Yes,Land,1.978,Bio Bubble Wrap,0.64,20,70,Home & Decor,52.86,68.0,1,51.86
P1906,Glass,142,Low,Yes,Land,0.213,Bio Bubble Wrap,1.17,15,70,Home & Decor,94.92,41.5,1,56.6
P1907,Glass,1063,Low,Yes,Sea,1.595,Bio Bubble Wrap,0.76,15,70,Home & Decor,61.99,62.0,1,51.85
P1908,Glass,802,Low,Yes,Air,1.203,Bio Bubble Wrap,0.73,15,70,Home & Decor,71.33,63.5,1,55.02
P1909,Bioplastic,1417,High,No,Air,0.992,Paper Wrap,0.14,80,40,Pharma & Health,76.36,93.0,0,74.16
P1910,Bioplastic,1010,High,Yes,Air,0.707,Paper Wrap,0.19,80,40,Pharma & Health,83.15,90.5,1,75.57
P1911,Paper,572,High,Yes,Sea,0.515,Paper Wrap,0.36,95,40,Food & Beverage,87.73,82.0,1,78.57
P1912,Paper,1435,High,Yes,Land,1.292,Paper Wrap,0.4,95,40,Food & Beverage,69.21,80.0,1,72.51
P1913,Bioplastic,1971,Medium,Yes,Air,1.38,Paper Wrap,0.21,80,40,Pharma & Health,67.11,89.5,1,70.51
P1914,Metal,469,Medium,Yes,Land,0.844,Minimalist Pouch,0.38,5,50,Industrial,79.89,81.0,1,55.47
P1915,Plastic,1849,Medium,Yes,Sea,3.883,Recycled Cardboard,0.66,10,65,Cosmetics,7.46,67.0,1,34.49
P1916,Metal,589,Medium,Yes,Land,1.06,Cornstarch Wrap,1.4,5,55,Industrial,74.74,30.0,1,42.17
P1917,Bioplastic,601,High,Yes,Air,0.421,Paper Wrap,0.28,80,40,Pharma & Health,89.97,86.0,1,76.49
P1918,Paper,335,Medium,Yes,Air,0.301,Paper Wrap,0.22,95,40,Food & Beverage,92.83,89.0,1,81.85
P1919,Ceramic,161,Medium,Yes,Air,0.193,Bio Bubble Wrap,0.79,20,70,Home & Decor,95.4,60.5,1,62.74
P1920,Glass,876,Medium,Yes,Sea,1.314,Bio Bubble Wrap,0.99,15,70,Home & Decor,68.68,50.5,1,50.98
P1921,Glass,203,Medium,Yes,Land,0.304,Bio Bubble Wrap,0.5,15,70,Home & Decor,92.76,75.0,1,64.33
P1922,Paper,1160,High,Yes,Sea,1.044,Paper Wrap,0.29,95,40,Food & Beverage,75.12,85.5,1,75.66
P1923,Glass,1009,Medium,No,Land,1.514,Bio Bubble Wrap,0.75,15,70,Home & Decor,63.92,62.5,0,52.55
P1924,Plastic,1405,Low,No,Land,2.95,Recycled Cardboard,0.7,10,65,E-Commerce,29.69,65.0,0,40.66
P1925,Glass,1963,Medium,Yes,Air,2.945,Bio Bubble Wrap,0.57,15,70,Home & Decor,29.81,71.5,1,44.57
P1926,Glass,1931,High,Yes,Sea,2.897,Bio Bubble Wrap,0.91,15,70,Home & Decor,30.96,54.5,1,40.66
P1927,Glass,249,Low,Yes,Sea,0.373,Bio Bubble Wrap,0.84,15,70,Home & Decor,91.11,58.0,1,59.58
P1928,Bioplastic,236,Low,Yes,Air,0.165,Paper Wrap,0.29,80,40,Pharma & Health,96.07,85.5,1,78.2
P1929,Paper,1099,Medium,Yes,Sea,0.989,Paper Wrap,0.12,95,40,Food & Beverage,76.43,94.0,1,78.18
P1930,Bioplastic,1788,Medium,Yes,Air,1.252,Paper Wrap,0.27,80,40,Pharma & Health,70.16,86.5,1,70.67
P1931,Glass,689,High,Yes,Air,1.034,Bio Bubble Wrap,0.89,15,70,Home & Decor,75.36,55.5,1,54.23
P1932,Bioplastic,1232,Low,Yes,Air,0.862,Paper Wrap,0.27,80,40,Pharma & Health,79.46,86.5,1,73.46
P1933,Glass,449,Medium,Yes,Land,0.673,Bio Bubble Wrap,0.92,15,70,Home & Decor,83.96,54.0,1,56.44
P1934,Plastic,870,Medium,Yes,Land,1.827,Recycled Cardboard,0.64,10,65,Cosmetics,56.46,68.0,1,49.44
P1935,Metal,417,Medium,Yes,Air,0.751,Paper Wrap,0.34,5,40,Industrial,82.1,83.0,1,54.63
P1936,Plastic,1679,Medium,Yes,Land,3.526,Recycled Cardboard,0.43,10,65,Cosmetics,15.97,78.5,1,39.92
P1937,Glass,951,Low,Yes,Land,1.427,Bio Bubble Wrap,1.08,15,70,Home & Decor,65.99,46.0,1,49.05
P1938,Ceramic,432,Medium,Yes,Sea,0.518,Bio Bubble Wrap,0.85,20,70,Home & Decor,87.65,57.5,1,59.67
P1939,Ceramic,1091,Low,Yes,Air,1.309,Bio Bubble Wrap,0.55,20,70,Home & Decor,68.8,72.5,1,57.76
P1940,Paper,297,Low,No,Sea,0.267,Paper Wrap,0.12,95,40,Food & Beverage,93.64,94.0,0,83.34
P1941,Bioplastic,1111,High,Yes,Land,0.778,Paper Wrap,0.2,80,40,Pharma & Health,81.46,90.0,1,74.94
P1942,Glass,1566,Medium,Yes,Sea,2.349,Bio Bubble Wrap,1.05,15,70,Home & Decor,44.02,47.5,1,42.83
P1943,Paper,1767,Low,Yes,Land,1.59,Paper Wrap,0.31,95,40,Food & Beverage,62.11,84.5,1,71.51
P1944,Bioplastic,1947,Medium,Yes,Air,1.363,Paper Wrap,0.34,80,40,Pharma & Health,67.52,83.0,1,69.01
P1945,Paper,1876,Low,Yes,Sea,1.688,Paper Wrap,0.26,95,40,Food & Beverage,59.77,87.0,1,71.43
P1946,Plastic,501,High,No,Air,1.052,Recycled Cardboard,0.52,10,65,E-Commerce,74.93,74.0,0,56.48
P1947,Paper,1921,Medium,Yes,Air,1.729,Paper Wrap,0.14,95,40,Food & Beverage,58.79,93.0,1,72.64
P1948,Bioplastic,426,Medium,Yes,Air,0.298,Paper Wrap,0.2,80,40,Pharma & Health,92.9,90.0,1,78.37
P1949,Plastic,753,Medium,Yes,Sea,1.581,Recycled Cardboard,0.52,10,65,Cosmetics,62.32,74.0,1,52.7
P1950,Bioplastic,303,Medium,Yes,Sea,0.212,Paper Wrap,0.13,80,40,Pharma & Health,94.95,93.5,1,79.86
P1951,Bioplastic,498,Low,Yes,Air,0.349,Paper Wrap,0.17,80,40,Pharma & Health,91.68,91.5,1,78.38
P1952,Ceramic,681,High,Yes,Sea,0.817,Bio Bubble Wrap,0.92,20,70,Home & Decor,80.53,54.0,1,56.66
P1953,Paper,1935,Medium,Yes,Sea,1.742,Paper Wrap,0.32,95,40,Food & Beverage,58.48,84.0,1,70.29
P1954,Glass,1829,High,Yes,Sea,2.744,Bio Bubble Wrap,1.2,15,70,Home & Decor,34.6,40.0,1,38.13
P1955,Glass,1499,High,Yes,Air,2.248,Bio Bubble Wrap,1.15,15,70,Home & Decor,46.43,42.5,1,42.3
P1956,Metal,759,Medium,No,Land,1.366,Mushroom Foam,1.57,5,75,Industrial,67.45,21.5,0,41.86
P1957,Plastic,1254,Medium,Yes,Air,2.633,Recycled Cardboard,0.51,10,65,Cosmetics,37.25,74.5,1,45.3
P1958,Plastic,1605,Medium,Yes,Land,3.37,Recycled Cardboard,0.62,10,65,Cosmetics,19.69,69.0,1,38.66
P1959,Ceramic,1453,Low,Yes,Land,1.744,Bio Bubble Wrap,1.05,20,70,Home & Decor,58.44,47.5,1,48.41
P1960,Metal,665,High,No,Land,1.197,Bio Bubble Wrap,0.58,5,70,Electronics,71.47,71.0,0,54.44
P1961,Plastic,700,High,Yes,Sea,1.47,Recycled Cardboard,0.5,10,65,E-Commerce,64.97,75.0,1,53.74
P1962,Bioplastic,1948,Medium,Yes,Sea,1.364,Paper Wrap,0.35,80,40,Pharma & Health,67.49,82.5,1,68.87
P1963,Glass,452,Low,No,Sea,0.678,Bio Bubble Wrap,0.77,15,70,Home & Decor,83.84,61.5,0,58.28
P1964,Bioplastic,165,Medium,Yes,Air,0.115,Paper Wrap,0.27,80,40,Pharma & Health,97.26,86.5,1,78.8
P1965,Glass,831,Low,Yes,Land,1.246,Bio Bubble Wrap,0.91,15,70,Home & Decor,70.31,54.5,1,52.47
P1966,Metal,1566,Low,Yes,Sea,2.819,Cornstarch Wrap,0.77,5,55,Industrial,32.82,61.5,1,37.47
P1967,Bioplastic,326,High,No,Air,0.228,Paper Wrap,0.21,80,40,Pharma & Health,94.57,89.5,0,78.75
P1968,Plastic,1977,Low,Yes,Air,4.152,Recycled Cardboard,0.47,10,65,E-Commerce,1.05,76.5,1,34.94
P1969,Plastic,1956,Low,Yes,Air,4.108,Recycled Cardboard,0.31,10,65,E-Commerce,2.1,84.5,1,37.25
P1970,Glass,332,Low,Yes,Sea,0.498,Bio Bubble Wrap,0.52,15,70,Home & Decor,88.13,74.0,1,62.69
P1971,Bioplastic,1909,High,No,Air,1.336,Paper Wrap,0.35,80,40,Pharma & Health,68.16,82.5,0,69.07
P1972,Ceramic,1057,High,Yes,Air,1.268,Bio Bubble Wrap,0.69,20,70,Home & Decor,69.78,65.5,1,56.31
P1973,Ceramic,1970,Low,Yes,Air,2.364,Bio Bubble Wrap,0.86,20,70,Home & Decor,43.66,57.0,1,46.35
P1974,Bioplastic,1782,Medium,No,Air,1.247,Paper Wrap,0.19,80,40,Pharma & Health,70.28,90.5,0,71.71
P1975,Glass,1261,Medium,Yes,Land,1.891,Bio Bubble Wrap,1.16,15,70,Home & Decor,54.93,42.0,1,44.73
P1976,Metal,572,High,Yes,Land,1.03,Recycled Cardboard,0.43,5,65,Electronics,75.45,78.5,1,56.51
P1977,Metal,167,Medium,No,Land,0.301,Minimalist Pouch,0.37,5,50,Industrial,92.83,81.5,0,59.47
P1978,Plastic,429,Medium,Yes,Air,0.901,Recycled Cardboard,0.74,10,65,Cosmetics,78.53,63.0,1,54.81
P1979,Plastic,614,Medium,Yes,Land,1.289,Recycled Cardboard,0.72,10,65,Cosmetics,69.28,64.0,1,52.28
P1980,Metal,1347,Low,Yes,Land,2.425,Recycled Cardboard,0.39,5,65,Industrial,42.21,80.5,1,47.04
P1981,Glass,1358,Low,No,Land,2.037,Bio Bubble Wrap,1.06,15,70,Home & Decor,51.45,47.0,0,44.94
P1982,Glass,1099,High,No,Land,1.649,Bio Bubble Wrap,0.82,15,70,Home & Decor,60.7,59.0,0,50.71
P1983,Bioplastic,723,High,Yes,Air,0.506,Paper Wrap,0.24,80,40,Pharma & Health,87.94,88.0,1,76.38
P1984,Plastic,1578,Low,Yes,Land,3.314,Recycled Cardboard,0.37,10,65,E-Commerce,21.02,81.5,1,42.18
P1985,Bioplastic,620,Medium,Yes,Sea,0.434,Paper Wrap,0.12,80,40,Pharma & Health,89.66,94.0,1,78.4
P1986,Paper,1766,High,Yes,Land,1.589,Paper Wrap,0.32,95,40,Food & Beverage,62.13,84.0,1,71.39
P1987,Glass,990,High,Yes,Sea,1.485,Bio Bubble Wrap,0.85,15,70,Home & Decor,64.61,57.5,1,51.51
P1988,Plastic,875,Medium,Yes,Air,1.837,Recycled Cardboard,0.52,10,65,Cosmetics,56.22,74.0,1,50.87
P1989,Metal,679,Low,Yes,Land,1.222,Mushroom Foam,1.68,5,75,Industrial,70.88,16.0,1,41.51
P1990,Plastic,775,High,No,Sea,1.627,Recycled Cardboard,0.68,10,65,E-Commerce,61.22,66.0,0,50.37
P1991,Bioplastic,1393,Medium,Yes,Sea,0.975,Paper Wrap,0.15,80,40,Pharma & Health,76.76,92.5,1,74.15
P1992,Metal,1624,High,No,Air,2.923,Paper Wrap,0.28,5,40,Electronics,30.34,86.0,0,39.85
P1993,Bioplastic,634,Medium,Yes,Sea,0.444,Paper Wrap,0.14,80,40,Pharma & Health,89.42,93.0,1,78.08
P1994,Ceramic,1119,Low,Yes,Land,1.343,Bio Bubble Wrap,1.03,20,70,Home & Decor,67.99,48.5,1,51.52
P1995,Glass,1965,High,Yes,Sea,2.947,Bio Bubble Wrap,0.96,15,70,Home & Decor,29.77,52.0,1,39.68
P1996,Bioplastic,1650,Medium,Yes,Land,1.155,Paper Wrap,0.39,80,40,Pharma & Health,72.47,80.5,1,69.87
P1997,Paper,275,Low,Yes,Air,0.247,Paper Wrap,0.12,95,40,Food & Beverage,94.11,94.0,1,83.48
P1998,Paper,244,Low,Yes,Sea,0.22,Paper Wrap,0.12,95,40,Food & Beverage,94.76,94.0,1,83.68
P1999,Paper,1487,Low,Yes,Sea,1.338,Paper Wrap,0.18,95,40,Food & Beverage,68.11,91.0,1,74.93
P2000,Metal,1808,Medium,Yes,Sea,3.254,Bio Bubble Wrap,0.68,5,70,Industrial,22.45,66.0,1,38.48
P2001,Metal,358,High,No,Air,0.644,Bio Bubble Wrap,0.67,5,70,Electronics,84.65,66.5,0,57.27
P2002,Paper,1697,High,Yes,Land,1.527,Paper Wrap,0.37,95,40,Food & Beverage,63.61,81.5,1,71.21
P2003,Plastic,1311,Medium,Yes,Land,2.753,Recycled Cardboard,0.42,10,65,Cosmetics,34.39,79.0,1,45.57
P2004,Metal,1777,Low,Yes,Land,3.199,Paper Wrap,0.18,5,40,Industrial,23.76,91.0,1,39.13
P2005,Bioplastic,777,Low,Yes,Sea,0.544,Paper Wrap,0.33,80,40,Pharma & Health,87.04,83.5,1,74.99
P2006,Plastic,1928,Low,No,Air,4.049,Recycled Cardboard,0.52,10,65,E-Commerce,3.5,74.0,0,35.05
P2007,Plastic,1143,Low,Yes,Land,2.4,Recycled Cardboard,0.69,10,65,E-Commerce,42.8,65.5,1,44.72
P2008,Paper,832,Medium,Yes,Land,0.749,Paper Wrap,0.12,95,40,Food & Beverage,82.15,94.0,1,79.9
P2009,Bioplastic,1206,Medium,No,Sea,0.844,Paper Wrap,0.25,80,40,Pharma & Health,79.89,87.5,0,73.84
P2010,Plastic,1860,Low,Yes,Air,3.906,Recycled Cardboard,0.32,10,65,E-Commerce,6.91,84.0,1,38.57
P2011,Paper,228,Medium,Yes,Air,0.205,Paper Wrap,0.12,95,40,Food & Beverage,95.11,94.0,1,83.78
P2012,Metal,1428,Low,Yes,Sea,2.57,Cornstarch Wrap,1.42,5,55,Industrial,38.75,29.0,1,31.12
P2013,Paper,993,Medium,No,Air,0.894,Paper Wrap,0.14,95,40,Food & Beverage,78.69,93.0,0,78.61
P2014,Bioplastic,212,Medium,Yes,Sea,0.148,Paper Wrap,0.26,80,40,Pharma & Health,96.47,87.0,1,78.69
P2015,Plastic,1085,High,Yes,Sea,2.279,Recycled Cardboard,0.51,10,65,E-Commerce,45.69,74.5,1,47.83
P2016,Plastic,363,Low,Yes,Sea,0.762,Recycled Cardboard,0.47,10,65,E-Commerce,81.84,76.5,1,59.18
P2017,Paper,1940,Medium,Yes,Land,1.746,Paper Wrap,0.37,95,40,Food & Beverage,58.39,81.5,1,69.64
P2018,Metal,720,Low,Yes,Land,1.296,Mushroom Foam,0.83,5,75,Industrial,69.11,58.5,1,51.61
P2019,Ceramic,545,Low,Yes,Land,0.654,Bio Bubble Wrap,0.96,20,70,Home & Decor,84.41,52.0,1,57.32
P2020,Plastic,939,Medium,Yes,Land,1.972,Recycled Cardboard,0.78,10,65,Cosmetics,53.0,61.0,1,46.65
P2021,Paper,379,Low,No,Air,0.341,Paper Wrap,0.27,95,40,Food & Beverage,91.87,86.5,0,80.94
P2022,Plastic,1973,Medium,Yes,Sea,4.143,Recycled Cardboard,0.77,10,65,Cosmetics,1.26,61.5,1,31.25
P2023,Plastic,1045,Medium,Yes,Sea,2.195,Recycled Cardboard,0.33,10,65,Cosmetics,47.69,83.5,1,50.68
P2024,Ceramic,333,High,Yes,Sea,0.4,Bio Bubble Wrap,0.79,20,70,Home & Decor,90.47,60.5,1,61.27
P2025,Plastic,1071,Low,Yes,Land,2.249,Recycled Cardboard,0.43,10,65,E-Commerce,46.4,78.5,1,49.04
P2026,Plastic,939,Low,Yes,Sea,1.972,Recycled Cardboard,0.67,10,65,E-Commerce,53.0,66.5,1,48.02
P2027,Paper,793,Medium,Yes,Sea,0.714,Paper Wrap,0.39,95,40,Food & Beverage,82.98,80.5,1,76.77
P2028,Metal,1541,Low,Yes,Land,2.774,Recycled Cardboard,0.43,5,65,Industrial,33.89,78.5,1,44.04
P2029,Metal,224,High,No,Air,0.403,Cornstarch Wrap,1.19,5,55,Electronics,90.4,40.5,0,49.5
P2030,Bioplastic,354,Low,Yes,Land,0.248,Paper Wrap,0.16,80,40,Pharma & Health,94.09,92.0,1,79.23
P2031,Plastic,1763,Low,Yes,Sea,3.702,Recycled Cardboard,0.58,10,65,E-Commerce,11.77,71.0,1,36.78
P2032,Bioplastic,1231,Low,No,Sea,0.862,Paper Wrap,0.24,80,40,Pharma & Health,79.46,88.0,0,73.84
P2033,Plastic,222,Low,Yes,Sea,0.466,Recycled Cardboard,0.79,10,65,E-Commerce,88.89,60.5,1,57.29
P2034,Metal,1778,Medium,Yes,Land,3.2,Bio Bubble Wrap,0.93,5,70,Industrial,23.74,53.5,1,35.75
P2035,Ceramic,1399,High,Yes,Land,1.679,Bio Bubble Wrap,0.74,20,70,Home & Decor,59.99,63.0,1,52.75
P2036,Glass,1609,Medium,No,Air,2.413,Bio Bubble Wrap,0.58,15,70,Home & Decor,42.49,71.0,0,48.25
P2037,Metal,1536,Low,Yes,Sea,2.765,Paper Wrap,0.15,5,40,Industrial,34.1,92.5,1,42.6
P2038,Ceramic,465,Medium,Yes,Sea,0.558,Bio Bubble Wrap,0.66,20,70,Home & Decor,86.7,67.0,1,61.76
P2039,Metal,1160,Low,Yes,Air,2.088,Bio Bubble Wrap,0.68,5,70,Industrial,50.24,66.0,1,46.82
P2040,Ceramic,1911,Low,Yes,Air,2.293,Bio Bubble Wrap,1.1,20,70,Home & Decor,45.35,45.0,1,43.86
P2041,Metal,303,High,Yes,Land,0.545,Paper Wrap,0.27,5,40,Electronics,87.01,86.5,1,56.98
P2042,Bioplastic,1737,Low,Yes,Air,1.216,Paper Wrap,0.26,80,40,Pharma & Health,71.02,87.0,1,71.06
P2043,Ceramic,898,Medium,No,Air,1.078,Bio Bubble Wrap,0.58,20,70,Home & Decor,74.31,71.0,0,59.04
P2044,Paper,221,Low,Yes,Sea,0.199,Paper Wrap,0.36,95,40,Food & Beverage,95.26,82.0,1,80.83
P2045,Ceramic,419,Low,Yes,Air,0.503,Bio Bubble Wrap,1.01,20,70,Home & Decor,88.01,49.5,1,57.78
P2046,Plastic,264,Medium,Yes,Sea,0.554,Recycled Cardboard,0.33,10,65,Cosmetics,86.8,83.5,1,62.42
P2047,Plastic,979,Low,Yes,Land,2.056,Recycled Cardboard,0.65,10,65,E-Commerce,51.0,67.5,1,47.68
P2048,Plastic,379,Medium,Yes,Air,0.796,Recycled Cardboard,0.57,10,65,Cosmetics,81.03,71.5,1,57.68
P2049,Plastic,964,High,Yes,Sea,2.024,Recycled Cardboard,0.34,10,65,E-Commerce,51.76,83.0,1,51.78
P2050,Paper,1950,High,Yes,Air,1.755,Paper Wrap,0.24,95,40,Food & Beverage,58.17,88.0,1,71.2
P2051,Bioplastic,1299,Low,Yes,Air,0.909,Paper Wrap,0.25,80,40,Pharma & Health,78.34,87.5,1,73.38
P2052,Plastic,1931,Medium,Yes,Sea,4.055,Recycled Cardboard,0.38,10,65,Cosmetics,3.36,81.0,1,36.76
P2053,Paper,716,Low,Yes,Land,0.644,Paper Wrap,0.38,95,40,Food & Beverage,84.65,81.0,1,77.4
P2054,Bioplastic,1570,High,No,Sea,1.099,Paper Wrap,0.35,80,40,Pharma & Health,73.81,82.5,0,70.77
P2055,Metal,903,Low,Yes,Air,1.625,Recycled Cardboard,0.63,5,65,Industrial,61.27,68.5,1,49.76
P2056,Metal,1212,Medium,Yes,Land,2.182,Minimalist Pouch,0.38,5,50,Industrial,48.0,81.0,1,45.9
P2057,Metal,1622,Low,Yes,Land,2.92,Minimalist Pouch,0.36,5,50,Industrial,30.41,82.0,1,40.87
P2058,Metal,146,Medium,No,Land,0.263,Recycled Cardboard,0.63,5,65,Industrial,93.73,68.5,0,59.49
P2059,Bioplastic,1337,Medium,No,Land,0.936,Paper Wrap,0.26,80,40,Pharma & Health,77.69,87.0,0,73.06
P2060,Bioplastic,1829,Low,Yes,Air,1.28,Paper Wrap,0.12,80,40,Pharma & Health,69.49,94.0,1,72.35
P2061,Bioplastic,628,Medium,Yes,Land,0.44,Paper Wrap,0.25,80,40,Pharma & Health,89.51,87.5,1,76.73
P2062,Glass,1680,Low,Yes,Sea,2.52,Bio Bubble Wrap,1.06,15,70,Home & Decor,39.94,47.0,1,41.48
P2063,Metal,1493,Low,Yes,Land,2.687,Paper Wrap,0.24,5,40,Industrial,35.96,88.0,1,42.04
P2064,Plastic,386,High,Yes,Sea,0.811,Recycled Cardboard,0.33,10,65,E-Commerce,80.67,83.5,1,60.58
P2065,Ceramic,1958,Medium,No,Air,2.35,Bio Bubble Wrap,1.05,20,70,Home & Decor,43.99,47.5,0,44.07
P2066,Plastic,284,Low,No,Land,0.596,Recycled Cardboard,0.4,10,65,E-Commerce,85.8,80.0,0,61.24
P2067,Bioplastic,175,Low,No,Land,0.122,Paper Wrap,0.18,80,40,Pharma & Health,97.09,91.0,0,79.88
P2068,Metal,1172,Low,Yes,Sea,2.11,Paper Wrap,0.15,5,40,Industrial,49.71,92.5,1,47.29
P2069,Glass,1976,Medium,Yes,Sea,2.964,Bio Bubble Wrap,0.73,15,70,Home & Decor,29.36,63.5,1,42.43
P2070,Metal,1024,Medium,Yes,Land,1.843,Cornstarch Wrap,1.28,5,55,Industrial,56.08,36.0,1,38.07
P2071,Metal,1268,Medium,Yes,Air,2.282,Paper Wrap,0.26,5,40,Industrial,45.61,87.0,1,44.68
P2072,Glass,588,High,Yes,Land,0.882,Bio Bubble Wrap,0.64,15,70,Home & Decor,78.98,68.0,1,58.44
P2073,Plastic,1111,Medium,Yes,Air,2.333,Recycled Cardboard,0.74,10,65,Cosmetics,44.4,63.0,1,44.57
P2074,Glass,1339,Medium,Yes,Land,2.009,Bio Bubble Wrap,1.12,15,70,Home & Decor,52.12,44.0,1,44.39
P2075,Plastic,1264,Medium,Yes,Air,2.654,Recycled Cardboard,0.74,10,65,Cosmetics,36.75,63.0,1,42.28
P2076,Metal,1411,High,No,Air,2.54,Paper Wrap,0.17,5,40,Electronics,39.47,91.5,0,43.97
P2077,Ceramic,1450,Medium,Yes,Air,1.74,Bio Bubble Wrap,0.82,20,70,Home & Decor,58.53,59.0,1,51.31
P2078,Plastic,766,Medium,No,Land,1.609,Recycled Cardboard,0.79,10,65,Cosmetics,61.65,60.5,0,49.12
P2079,Ceramic,1465,Medium,No,Sea,1.758,Bio Bubble Wrap,1.04,20,70,Home & Decor,58.1,48.0,0,48.43
P2080,Paper,1903,Low,No,Sea,1.713,Paper Wrap,0.11,95,40,Food & Beverage,59.18,94.5,0,73.13
P2081,Metal,283,Medium,Yes,Sea,0.509,Recycled Cardboard,0.33,5,65,Industrial,87.87,83.5,1,61.49
P2082,Ceramic,1559,Medium,Yes,Air,1.871,Bio Bubble Wrap,0.82,20,70,Home & Decor,55.41,59.0,1,50.37
P2083,Glass,1023,Medium,No,Sea,1.534,Bio Bubble Wrap,1.14,15,70,Home & Decor,63.44,43.0,0,47.53
P2084,Paper,1234,Low,Yes,Land,1.111,Paper Wrap,0.26,95,40,Food & Beverage,73.52,87.0,1,75.56
